VS Name, VS IP address, Total Connections
new_vs_secure.trumpcasinos.com_80,10.80.12.124:http,2
new_vs_secure.trumpcasinos.com_443,10.80.12.124:https,0
vs_Bookings-T6_80,10.80.12.161:http,758075
vs_Bookings-T6_443,10.80.12.161:https,655429
vs_DR-htb-cluster1_80,10.80.12.65:http,0
vs_DR-htb-cluster1_443,10.80.12.65:https,0
vs_DR-htb-cluster2_80,10.80.12.66:http,0
vs_DR-htb-cluster2_443,10.80.12.66:https,0
vs_DR-htb-cluster3_80,10.80.12.67:http,0
vs_DR-htb-cluster3_443,10.80.12.67:https,0
vs_DUPLICATE_dockerhub-ilcb.travelclick.com_80,10.80.12.94:http,3909
vs_DUPLICATE_dockerhub-ilcb.travelclick.com_443,10.80.12.94:https,1496
vs_admin-scraper.ihotelier.com_80,10.80.12.86:http,515211
vs_admin-scraper.ihotelier.com_443,10.80.12.86:https,493300
vs_admin.ihotelier.com_80,10.80.12.52:http,1346485
vs_admin.ihotelier.com_443,10.80.12.52:https,2921989
vs_admin_tls.ihotelier.com_443,10.80.13.53:https,665052
vs_adminbeta-t5.ihotelier.com,10.80.12.160:https,2866249
vs_adminbeta-t5.ihotelier.com_80,10.80.12.160:http,2937280
vs_api-amadeus.travelclick.com_80,10.80.12.103:http,615160
vs_api-amadeus.travelclick.com_443,10.80.12.103:https,500194
vs_api-cd.ihotelier.com_80,10.80.12.215:http,0
vs_api-hotelstatic.ihotelier.com,10.80.12.244:https,528169
vs_api-ihos.ihotelier.com_80,10.80.12.221:http,18
vs_api-ihos.ihotelier.com_443,10.80.12.221:https,1954360
vs_api-ilcb-test.travelclick.com_443,10.80.12.228:https,10
vs_api-ilcb-tls1.travelclick.com_80,10.80.12.245:http,0
vs_api-ilcb-tls1.travelclick.com_443,10.80.12.245:https,27368
vs_api-ilcb.travelclick.com_80,10.80.12.102:http,805033
vs_api-ilcb.travelclick.com_443,10.80.12.102:https,350292767
vs_api-metrics.travelclick.com_80,10.80.12.85:http,246624663
vs_api-pmsc.travelclick.com_80,10.80.12.59:http,0
vs_api-pmsc.travelclick.com_443,10.80.12.59:https,287311
vs_api.tcgms.net_443,10.80.12.82:https,7228252
vs_bi-api-dr.travelclick.com_443,10.80.12.237:https,129024
vs_bi-middleware-demo.travelclick.com_443,10.80.12.232:https,101660
vs_bi-middleware-dr.travelclick.com_443,10.80.12.235:https,61424
vs_bi-middleware-training.travelclick.com_443,10.80.12.231:https,103399
vs_bisftp.ilcb.tcprod.local,10.80.12.111:ssh,2829604
vs_booking.ihotelier.com_80,10.80.12.50:http,1138268
vs_booking.ihotelier.com_443,10.80.12.50:https,20141652
vs_bookings3.ihotelier.com_80,10.80.12.101:http,654323
vs_bookings3.ihotelier.com_443,10.80.12.101:https,517914
vs_bookings.ihotelier.com_80,10.80.12.54:http,1099965
vs_bookings.ihotelier.com_443,10.80.12.54:https,12264846
vs_brandbar.travelclick.com_443,10.80.12.137:https,14982967
vs_c2cconsole.ihotelier.com_80,10.80.12.75:http,0
vs_c2cconsole.ihotelier.com_443,10.80.12.75:https,0
vs_callcenter15.ihotelier.com_80,10.80.12.57:http,1383950
vs_callcenter15.ihotelier.com_443,10.80.12.57:https,23960965
vs_callcenter.ihotelier.com_80,10.80.12.51:http,1158747
vs_callcenter.ihotelier.com_443,10.80.12.51:https,1072552
vs_chain.travelclick.com_80,10.80.12.105:http,551723
vs_chain.travelclick.com_443,10.80.12.105:https,7462489
vs_chainapi.travelclick.com_80,10.80.12.106:http,0
vs_chainapi.travelclick.com_443,10.80.12.106:https,4471507
vs_cmsubmitari-dr.travelclick.com_80,10.80.12.205:http,0
vs_config.travelclick.com_80,10.80.12.30:http,679525
vs_config.travelclick.com_443,10.80.12.30:https,11551180
vs_connect-cert.ihotelier.com_80,10.80.12.93:http,3127073
vs_connect-cert.ihotelier.com_443,10.80.12.93:https,2135027
vs_connect-legacy.ihotelier.com_443,10.80.12.181:https,505084
vs_connect.ihotelier.com_80,10.80.12.77:http,887797
vs_connect.ihotelier.com_443,10.80.12.77:https,1059727633
vs_connect_tls.ihotelier.com_443,10.80.13.51:https,507974
vs_connectlegacy.ihotelier.com_80,10.80.12.41:http,680314
vs_connectlegacy.ihotelier.com_443,10.80.12.41:https,500742
vs_console.ihotelier.com_80,10.80.12.61:http,1166676
vs_console.ihotelier.com_443,10.80.12.61:https,6795213
vs_corpaccmgmt.travelclick.com_443,10.80.12.68:https,1450127
vs_cosmoscraper.ihotelier.com_80,10.80.12.78:http,0
vs_cosmoscraper.ihotelier.com_443,10.80.12.78:https,0
vs_csgateway.ihotelier.com_80,10.80.12.180:http,105
vs_csgateway.ihotelier.com_443,10.80.12.180:https,0
vs_dockerhub-ilcb.travelclick.com,10.80.12.206:http,4992213
vs_dockerhub-ilcb.travelclick.com_443,10.80.12.206:https,3778272
vs_dup_admin.ihotelier.com_443,10.80.12.240:https,0
vs_emari-mgmt.travelclick.com_80,10.80.12.110:http,584224
vs_emari-mgmt.travelclick.com_443,10.80.12.110:https,3028824
vs_emariapi.travelclick.com_80,10.80.12.109:http,0
vs_emariapi.travelclick.com_443,10.80.12.109:https,8065
vs_exadfspvip.travelclick.net_80,10.80.12.120:http,655463
vs_exadfspvip.travelclick.net_443,10.80.12.120:https,505152
vs_exadfsvip.travelclick.net_80,10.80.12.121:http,9448277
vs_exadfsvip.travelclick.net_443,10.80.12.121:https,9
vs_gap-api-t5.ihotelier.com_80,10.80.12.46:http,677066
vs_gap-api-t5.ihotelier.com_443,10.80.12.46:https,522240
vs_gap-api-t6.ihoteler.com_80,10.80.12.47:http,645136
vs_gap-api-t6.ihoteler.com_443,10.80.12.47:https,522358
vs_gap-api.ihotelier.com_80,10.80.12.45:http,1
vs_gap-api.ihotelier.com_443,10.80.12.45:https,1643903
vs_gm_gm.travelclick.com_http,10.80.12.142:http,561480
vs_gm_gm.travelclick.com_https,10.80.12.142:https,81096993
vs_gm_gminbox.travelclick.com_smtp,10.80.12.145:smtp,20268542
vs_gm_gminterfaces.travelclick.com_smtp,10.80.12.146:smtp,2347446
vs_gm_gmmaintenance.travelclick.com_81,10.80.12.149:81,0
vs_gm_gmmaintenance.travelclick.com_444,10.80.12.149:snpp,0
vs_gm_gmmaintenance.travelclick.com_4443,10.80.12.149:pharos,0
vs_gm_gmmaintenance.travelclick.com_8443,10.80.12.149:pcsync-https,0
vs_gm_gmmaintenance.travelclick.com_http,10.80.12.149:http,4
vs_gm_gmmaintenance.travelclick.com_https,10.80.12.149:https,0
vs_gm_gmscprt.travelclick.com_smtp,10.80.12.148:smtp,0
vs_gm_gmsftp.travelclick.com_22,10.80.12.147:ssh,4344087
vs_gm_rezqueue.com_http,10.80.12.144:http,53669031
vs_gm_rezqueue.com_https,10.80.12.144:https,46891285
vs_gm_tcgms.net_http,10.80.12.140:http,812519361
vs_gm_tcgms.net_https,10.80.12.140:https,2375973964
vs_gm_zdirect.com_http,10.80.12.141:http,94779436
vs_gm_zdirect.com_https,10.80.12.141:https,535068122
vs_gm_zdirect.net_http,10.80.12.143:http,863515
vs_gm_zdirect.net_https,10.80.12.143:https,1488774
vs_gminbox.travelclick.com_25,10.80.12.200:smtp,0
vs_gms.travelclick.com_80,10.80.12.58:http,1046853
vs_gms.travelclick.com_80_TEMP,10.80.12.63:http,48
vs_gms.travelclick.com_443,10.80.12.58:https,1015602
vs_gms.travelclick.com_443_TEMP,10.80.12.63:https,47
vs_gmsapps.travelclick.com_80,10.80.12.175:http,5969635
vs_gmsapps.travelclick.com_443,10.80.12.175:https,753648
vs_guest-api-v2.ihotelier.com_80,10.80.12.69:http,6867
vs_guest-api-v2.ihotelier.com_443,10.80.12.69:https,0
vs_hotelligence360-demo.travelclick.com_443,10.80.12.233:https,139116
vs_hotelligence360-dr.travelclick.com_443,10.80.12.236:https,32290
vs_hotelligence360-training.travelclick.com_443,10.80.12.234:https,202540
vs_ht360-dr.travelclick.com_80,10.80.12.97:http,579588
vs_ht360-dr.travelclick.com_443,10.80.12.97:https,524245
vs_htb-redirect-cluster_80,10.30.8.5:http,0
vs_htb-redirect-cluster_443,10.30.8.5:https,0
vs_i3SFDCW01.travelclick.net_80,10.80.12.179:http,636768
vs_i3SFDCW01.travelclick.net_443,10.80.12.179:https,556449
vs_i18n-admin.travelclick.com_80,10.80.12.104:http,0
vs_i18n-admin.travelclick.com_443,10.80.12.104:https,0
vs_identity-ldc.travelclick.com_80,10.80.12.25:http,559093
vs_identity-ldc.travelclick.com_443,10.80.12.25:https,5928100
vs_ihelastic.travelclick.com_80,10.80.12.242:http,3
vs_ihelastic.travelclick.com_443,10.80.12.242:https,3436181
vs_ihentrateapi.travelclick.com,10.80.12.155:https,9105161
vs_ihentrateapi.travelclick.com_80,10.80.12.155:http,0
vs_ihkibana.travelclick.com_80,10.80.12.164:http,76
vs_ihkibana.travelclick.com_443,10.80.12.164:https,124302
vs_ihmetric.ihotelier.com_80,10.80.12.62:http,575637
vs_ihmta_smtp,10.80.12.64:smtp,4970
vs_ihonboardingapi.travelclick.com_80,10.80.12.91:http,0
vs_ihonboardingapi.travelclick.com_443,10.80.12.91:https,135471
vs_ihproductapi.travelclick.com_80,10.80.12.108:http,0
vs_ihproductapi.travelclick.com_443,10.80.12.108:https,13262
vs_ihservice-mgmtapi_80,10.80.12.229:http,0
vs_ihservice-mgmtapi_443,10.80.12.229:https,9529
vs_im.travelclick.com,10.80.12.100:xmpp-client,1990
vs_imanager-ebs.ihotelier.com_80,10.80.12.153:http,2
vs_imanager-ebs.ihotelier.com_443,10.80.12.153:https,13988
vs_imanager.ihotelier.com_80,10.80.12.53:http,1202161
vs_imanager.ihotelier.com_443,10.80.12.53:https,6604437
vs_imsw01-d1.ilcb.tcprod.local_80,10.80.12.43:http,654907
vs_imsw02-d1.ilcb.tcprod.local_80,10.80.12.44:http,518129
vs_internal-api-ilcb_443,10.80.12.74:https,717302397
vs_ipayments-post-sale-feedbackAPI-80,10.80.13.54:http,0
vs_ipayments-post-sale-feedbackAPI-443,10.80.13.54:https,25867
vs_jenkins-res.travelclick.net_80,10.80.12.128:http,22
vs_lc.travelclick.com_80,10.80.12.133:http,0
vs_lc.travelclick.com_443,10.80.12.133:https,0
vs_legacyconnect.ihotelier.com_80,10.80.12.162:http,0
vs_legacyconnect.ihotelier.com_443,10.80.12.162:https,0
vs_logw01-vip.travelclick.com_22,10.80.12.196:ftp,0
vs_m-t4.ihotelier.com_80,10.80.12.72:http,530927
vs_m-t4.ihotelier.com_443,10.80.12.72:https,493056
vs_m-t5.ihotelier.com_80,10.80.12.73:http,520953
vs_m-t5.ihotelier.com_443,10.80.12.73:https,581912
vs_m-t6.ihotelier.com_80,10.80.12.71:http,651883
vs_m-t6.ihotelier.com_443,10.80.12.71:https,510893
vs_m.ihotelier.com_80,10.80.12.70:http,542401
vs_m.ihotelier.com_443,10.80.12.70:https,10131858
vs_metrics.ihotelier.com_80,10.80.12.150:http,6
vs_mobile.ihotelier.com_80,10.80.12.60:http,1085387
vs_mobile.ihotelier.com_443,10.80.12.60:https,11782597
vs_mta.ilcb.tcprod.local_smtp,10.80.12.84:smtp,0
vs_mta_smtp,10.80.12.220:smtp,0
vs_notifications.travelclick.com_80,10.80.12.202:http,654639
vs_notifications.travelclick.com_443,10.80.12.202:https,193586818
vs_ns2.travelclick.com_tcp53,10.80.12.190:domain,0
vs_ns2.travelclick.com_udp53,10.80.12.190:domain,0
vs_ns4.travelclick.com_tcp53,10.80.12.191:domain,0
vs_ns4.travelclick.com_udp53,10.80.12.191:domain,0
vs_ops.travelclick.com_80,10.80.12.89:http,20
vs_ops.travelclick.com_443,10.80.12.89:https,1612
vs_origin-api2-ilcb.travelclick.com_443,10.80.12.176:https,143466068
vs_origin-beta-partner.travelclick.com_80,10.80.12.135:http,520663
vs_origin-beta-partner.travelclick.com_443,10.80.12.135:https,512386
vs_origin-beta-portal.travelclick.com_80,10.80.12.136:http,542671
vs_origin-beta-portal.travelclick.com_443,10.80.12.136:https,572800
vs_origin-console.travelclick.com_80,10.80.12.193:http,2644568
vs_origin-console.travelclick.com_443,10.80.12.193:https,12251614
vs_origin-portal.travelclick.com_80,10.80.12.126:http,604473
vs_origin-portal.travelclick.com_443,10.80.12.126:https,534466
vs_origin-reservations-perf.travelclick.com_80,10.80.12.125:http,0
vs_origin-reservations-perf.travelclick.com_443,10.80.12.125:https,0
vs_origin-reservations.travelclick.com_80,10.80.12.192:http,577957
vs_origin-reservations.travelclick.com_443,10.80.12.192:https,188964175
vs_origin-search.travelclick.com_80,10.80.12.81:http,582901
vs_origin-search.travelclick.com_443,10.80.12.81:https,7615713
vs_ota2.ihotelier.com_80,10.80.12.222:http,43123554
vs_ota2.ihotelier.com_443,10.80.12.222:https,475899919
vs_ota2_tls.ihotelier.com_443,10.80.13.52:https,502878
vs_ota3.ihotelier.com_443,10.80.12.156:https,132200159
vs_ota.ihotelier.com_80,10.80.12.223:http,0
vs_partner-portal.travelclick.com_80,10.80.12.151:http,530115
vs_partner-portal.travelclick.com_443,10.80.12.151:https,491625
vs_payments-adyen_443,10.80.12.79:https,296
vs_payments-cybersource.travelclick.com_443,10.80.12.112:https,252421
vs_payments-ingenico.travelclick.com_80,10.80.12.80:http,0
vs_payments-ingenico.travelclick.com_443,10.80.12.80:https,76866
vs_payments-nets.travelclick.com_80,10.80.12.169:http,37
vs_payments-nets.travelclick.com_443,10.80.12.169:https,201
vs_payments-ogone.travelclick.com_80,10.80.12.95:http,0
vs_payments-ogone.travelclick.com_443,10.80.12.95:https,37487
vs_payments-paymentexpress_443,10.80.12.130:https,311
vs_payments-reddot.travelclick.com_80,10.80.12.96:http,0
vs_payments-reddot.travelclick.com_443,10.80.12.96:https,11850
vs_payments-sftpsender.travelclick.com_80,10.80.12.134:http,12
vs_payments-sftpsender.travelclick.com_443,10.80.12.134:https,0
vs_payments-xpay_443,10.80.12.99:https,0
vs_payments-zooz.travelclick.com_80,10.80.12.127:http,0
vs_payments-zooz.travelclick.com_443,10.80.12.127:https,1401
vs_pmclogl02-vip.travelclick.com_80,10.80.12.198:http,30
vs_pmcoutl01-vip.travelclick.com_80,10.80.12.199:http,9
vs_pmcoutl01-vip.travelclick.com_443,10.80.12.199:https,735
vs_pmcoutl02-vip.travelclick.com_80,10.80.12.207:http,2
vs_pmcoutl02-vip.travelclick.com_443,10.80.12.207:https,399
vs_pmcoutl03-vip.travelclick_80,10.80.12.208:http,2
vs_pmcoutl03-vip.travelclick_443,10.80.12.208:https,190
vs_pmcoutl04-vip.travelclick_80,10.80.12.209:http,1
vs_pmcoutl04-vip.travelclick_443,10.80.12.209:https,299
vs_pmcoutllm01.tcprod.local_80,10.80.12.165:http,3
vs_pmcoutllm01.tcprod.local_443,10.80.12.165:https,8
vs_portal3.travelclick.com_80,10.80.12.230:http,964228
vs_portal3.travelclick.com_443,10.80.12.230:https,12936252
vs_pricing.ihotelier.com_80,10.80.12.195:http,724649
vs_pricing.ihotelier.com_443,10.80.12.195:https,11053938
vs_pricing.travelclick.com_80,10.80.12.107:http,556929
vs_pricing.travelclick.com_443,10.80.12.107:https,492250
vs_proxy_squid.travelclick.com,10.80.12.90:3128,30791411
vs_rate360-dr.travelclick.com_80,10.80.12.98:http,1214964
vs_rate360-dr.travelclick.com_443,10.80.12.98:https,504819
vs_repo-res.travelclick.net_80,10.80.12.139:http,12
vs_repo.travelclick.com_80,10.80.12.186:http,870
vs_repo.travelclick.com_443,10.80.12.186:https,131512
vs_res-t4.ihotelier.com_80,10.80.12.113:http,0
vs_res-t4.ihotelier.com_443,10.80.12.113:https,0
vs_res-t5.ihotelier.com_80,10.80.12.114:http,0
vs_res-t5.ihotelier.com_443,10.80.12.114:https,0
vs_res-t6.ihotelier.com_80,10.80.12.115:http,0
vs_res-t6.ihotelier.com_443,10.80.12.115:https,0
vs_reservations-t5.ihotelier.com_80,10.80.12.56:http,0
vs_reservations-t5.ihotelier.com_443,10.80.12.56:https,0
vs_reservations.ihotelier.com_80,10.80.12.49:http,13549447
vs_reservations.ihotelier.com_443,10.80.12.49:https,94746842
vs_secure.trumpcasinos.com_80,10.80.12.122:http,532032
vs_secure.trumpcasinos.com_443,10.80.12.122:https,37621
vs_sftpgms.travelclick.com,10.80.12.83:ssh,2826546
vs_splunk-http-ilcb.travelclick.com_80,10.80.12.246:http,0
vs_splunkconfig.travelclick.com_80,10.80.12.170:http,68457
vs_splunkconfig.travelclick.com_443,10.80.12.170:https,3143758
vs_sreportal.travelclick.com_80,10.80.12.194:http,37
vs_sreportal.travelclick.com_443,10.80.12.194:https,49
vs_stal01-t2.travelclick.com_443,10.80.12.157:https,31
vs_static.travelclick.com_80,10.80.12.76:http,3453064
vs_static.travelclick.com_443,10.80.12.76:https,18919238
vs_sync.connect.ihotelier.com-443,10.80.12.163:https,0
vs_sync.connect.ihotelier.com_80,10.80.12.163:http,0
vs_tcns-disc.travelclick.com_80,10.80.12.203:http,544013
vs_tcns-disc.travelclick.com_443,10.80.12.203:https,12338465
vs_tcns-mta.travelclick.com_25,10.80.12.204:http,0
vs_tcns-sched.travelclick.com_80,10.80.12.201:http,0
vs_tcns-sched.travelclick.com_443,10.80.12.201:https,6789104
vs_tcnscustomerportal_80,10.80.12.182:http,695668
vs_tde.travelclick.com_443,10.80.12.88:https,29930725
vs_tokenization_80,10.80.12.55:webcache,14560
vs_tokenization_443,10.80.12.55:https,0
vs_training.travelclick.com_80,10.80.12.154:http,62923463
vs_training.travelclick.com_443,10.80.12.154:https,1303284
vs_uejwtapi.travelclick.com_80,10.80.12.132:http,13
vs_uejwtapi.travelclick.com_443,10.80.12.132:https,319323223
vs_uemenuapi.travelclick.com_80,10.80.12.131:http,0
vs_uemenuapi.travelclick.com_443,10.80.12.131:https,33216552
vs_utill01-vip.travelclick.com_80,10.80.12.197:http,2
vs_utill01-vip.travelclick.com_443,10.80.12.197:https,5
